report_name,page,year,source_type,table_title,topic,content,row_count,column_count,record_key
Visitor-Exit-Survey-2016-2017,42.0,2016,table,Netherlands %,general_tourism,"% | % | % | Europe | World | %
% | %
1 | 5.4 | 27.6 | 32.1 | 17.9 | 10.0 | 26.3 | 13.6 | 22.7 | 6.4
2 | 26.6 | 41.4 | 42.9 | 21.4 | 55.0 | 36.8 | 27.3 | 34.1 | 27.1
3 | 24.8 | 17.2 | 17.9 | 28.6 | 15.0 | 0.0 | 27.3 | 18.2 | 24.5
4 | 13.0 | 0.0 | 7.1 | 7.1 | 10.0 | 15.8 | 13.6 | 2.3 | 12.7
5 | 8.1 | 10.3 | 0.0 | 3.6 | 0.0 | 0.0 | 9.1 | 4.5 | 7.8
6 | 4.7 | 0.0 | 0.0 | 0.0 | 0.0 | 5.3 | 4.5 | 2.3 | 4.5
7+ | 17.4 | 3.4 | 0.0 | 21.4 | 10.0 | 15.8 | 4.5 | 15.9 | 17.0
Total | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0",10.0,16.0,Visitor-Exit-Survey-2016-2017|42|Netherlands %
Visitor-Exit-Survey-2016-2017,42.0,2016,table,Germany,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|42|Germany
Visitor-Exit-Survey-2016-2017,42.0,2016,table,VFR %,general_tourism,"P revious Visits | % | % | %
1 | 5.4 | 8.9 | 3.5 | 1.2 | 6.4
2 | 26.6 | 15.2 | 18.1 | 6.2 | 17.4
3 | 24.8 | 11.4 | 14.2 | 12.3 | 14.7
4 | 13.0 | 4.6 | 10.3 | 6.2 | 7.7
5 | 8.1 | 7.3 | 9.2 | 7.4 | 7.9
6 | 4.7 | 0.9 | 4.3 | 2.5 | 2.5
7+ | 17.4 | 51.7 | 40.4 | 64.2 | 43.3
Total | 100.0 | 100.0 | 100.0 | 100.0 | 100.0",9.0,9.0,Visitor-Exit-Survey-2016-2017|42|VFR %
Visitor-Exit-Survey-2016-2017,43.0,2016,table,Leisure,general_tourism,"G ender and Age | % | % | % | % | %
Male
0-11 | 3.3 | 2.5 | 0.2 | 0.3 | 2.7
12-17 | 1.8 | 1.0 | 0.2 | 0.0 | 1.4
18-24 | 4.1 | 3.5 | 1.8 | 1.8 | 3.7
25-34 | 13.2 | 11.6 | 11.7 | 8.8 | 12.6
35-44 | 12.9 | 18.1 | 21.9 | 8.2 | 14.6
45-54 | 11.0 | 13.3 | 18.3 | 12.5 | 12.3
55-64 | 7.3 | 5.4 | 10.5 | 10.1 | 7.5
65+ | 3.6 | 2.0 | 3.9 | 1.8 | 3.4
All Male | 57.3 | 57.5 | 68.5 | 43.6 | 58.2
Female
0-11 | 3.0 | 1.9 | 0.3 | 0.3 | 2.4
12-17 | 1.6 | 1.7 | 0.3 | 0.0 | 1.4
18-24 | 3.5 | 2.9 | 1.9 | 1.5 | 3.2
25-34 | 10.8 | 10.5 | 9.4 | 5.5 | 10.4
35-44 | 9.0 | 10.2 | 9.6 | 14.9 | 9.4
45-54 | 6.8 | 8.2 | 6.6 | 24.1 | 7.6
55-64 | 5.5 | 4.7 | 2.5 | 7.9 | 5.1
65+ | 2.5 | 2.4 | 1.1 | 2.1 | 2.3
All Female | 42.7 | 42.5 | 31.5 | 56.4 | 41.8
Total | 100.0 | 100.0 | 100.0 | 100.0 | 100.0",22.0,11.0,Visitor-Exit-Survey-2016-2017|43|Leisure
Visitor-Exit-Survey-2016-2017,44.0,2016,table,South Africa %,general_tourism,"Asia/
Pacific
%
Male
0-11 | 3.2 | 1.4 | 2.0 | 1.4 | 3.1 | 3.7 | 2.7 | 2.3 | 2.1 | 1.1 | 1.6 | 2.7
12-17 | 1.8 | 1.4 | 0.8 | 1.0 | 1.7 | 1.1 | 1.9 | 0.9 | 0.5 | 1.5 | 0.0 | 1.4
18-24 | 4.0 | 2.2 | 4.4 | 4.2 | 0.6 | 2.9 | 3.5 | 2.9 | 3.1 | 2.3 | 5.1 | 3.7
25-34 | 11.8 | 9.8 | 11.5 | 14.6 | 6.4 | 18.1 | 13.3 | 10.1 | 15.1 | 17.9 | 20.1 | 12.6
35-44 | 15.2 | 25.4 | 10.9 | 12.5 | 12.2 | 10.9 | 11.1 | 21.7 | 12.4 | 18.3 | 14.6 | 14.6
45-54 | 14.1 | 12.7 | 7.3 | 11.9 | 10.0 | 8.6 | 8.8 | 15.9 | 8.9 | 8.7 | 9.1 | 12.3
55-64 | 7.2 | 5.1 | 9.5 | 9.3 | 10.0 | 4.6 | 6.0 | 6.4 | 9.1 | 8.7 | 6.3 | 7.5
65+ | 2.7 | 2.2 | 4.6 | 1.7 | 11.7 | 3.4 | 3.3 | 2.0 | 5.3 | 5.3 | 3.1 | 3.4
All Male | 59.8 | 60.1 | 51.0 | 56.4 | 55.6 | 53.4 | 50.7 | 62.1 | 56.5 | 63.9 | 59.8 | 58.2
Female
0-11 | 2.9 | 0.0 | 1.6 | 1.4 | 1.9 | 4.0 | 2.3 | 1.7 | 2.1 | 0.8 | 1.6 | 2.4
12-17 | 1.5 | 2.9 | 0.8 | 1.2 | 0.6 | 2.0 | 1.4 | 2.6 | 1.4 | 0.8 | 0.8 | 1.4
18-24 | 2.4 | 2.9 | 5.4 | 3.5 | 2.2 | 6.6 | 6.2 | 2.9 | 3.3 | 2.3 | 5.9 | 3.2
25-34 | 9.0 | 10.1 | 12.9 | 12.9 | 9.4 | 16.1 | 14.8 | 8.7 | 11.2 | 8.7 | 13.8 | 10.4
35-44 | 9.6 | 11.2 | 8.7 | 9.0 | 8.6 | 6.3 | 10.3 | 8.4 | 10.9 | 9.1 | 7.9 | 9.4
45-54 | 8.4 | 8.7 | 6.5 | 6.7 | 6.1 | 4.6 | 5.7 | 9.2 | 6.4 | 7.6 | 4.3 | 7.6
55-64 | 4.6 | 1.4 | 9.9 | 7.2 | 8.1 | 3.7 | 6.4 | 3.2 | 4.8 | 5.3 | 4.3 | 5.1
65+ | 1.9 | 2.5 | 3.2 | 1.7 | 7.5 | 3.2 | 2.1 | 1.2 | 3.3 | 1.5 | 1.6 | 2.3
All Female | 40.2 | 39.9 | 49.0 | 43.6 | 44.4 | 46.6 | 49.3 | 37.9 | 43.5 | 36.1 | 40.2 | 41.8
Total | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0",24.0,14.0,Visitor-Exit-Survey-2016-2017|44|South Africa %
Visitor-Exit-Survey-2016-2017,44.0,2016,table,South,general_tourism,"Africa
%",2.0,1.0,Visitor-Exit-Survey-2016-2017|44|South
Visitor-Exit-Survey-2016-2017,44.0,2016,table,Botswana,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|44|Botswana
Visitor-Exit-Survey-2016-2017,44.0,2016,table,Nether,general_tourism,"lands
%",2.0,1.0,Visitor-Exit-Survey-2016-2017|44|Nether
Visitor-Exit-Survey-2016-2017,44.0,2016,table,Germany,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|44|Germany
Visitor-Exit-Survey-2016-2017,44.0,2016,table,Untitled LTDC table,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|44|Untitled LTDC table
Visitor-Exit-Survey-2016-2017,44.0,2016,table,France,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|44|France
Visitor-Exit-Survey-2016-2017,44.0,2016,table,USA,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|44|USA
Visitor-Exit-Survey-2016-2017,44.0,2016,table,Rest of,general_tourism,"Africa
%",2.0,1.0,Visitor-Exit-Survey-2016-2017|44|Rest of
Visitor-Exit-Survey-2016-2017,44.0,2016,table,Total,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|44|Total
Visitor-Exit-Survey-2016-2017,45.0,2016,table,South Africa %,attractions,"Europe | World
% | %
Mountains/high places | 31.0 | 27.1 | 28.0 | 28.1 | 27.9 | 22.9 | 25.6 | 25.1 | 30.0
Scenery | 21.8 | 23.2 | 22.0 | 21.9 | 15.5 | 21.8 | 22.9 | 23.2 | 21.8
Culture | 9.1 | 20.2 | 19.8 | 13.9 | 15.5 | 16.5 | 15.0 | 18.0 | 10.8
Curiosity | 8.8 | 12.4 | 10.2 | 13.9 | 16.7 | 13.3 | 15.1 | 12.4 | 9.7
Diversity of attractions | 8.3 | 5.9 | 5.4 | 8.0 | 5.7 | 6.1 | 7.2 | 5.8 | 7.9
Skiing | 7.7 | 0.0 | 0.3 | 0.9 | 1.7 | 0.3 | 0.8 | 1.7 | 6.3
Climate | 5.0 | 5.2 | 6.7 | 5.0 | 5.2 | 5.9 | 5.5 | 6.8 | 5.2
Tranquillity | 4.8 | 5.4 | 6.3 | 6.2 | 10.3 | 8.8 | 6.4 | 4.7 | 5.2
To see friends or relatives | 1.9 | 0.2 | 0.6 | 2.1 | 0.9 | 3.5 | 0.8 | 1.5 | 1.8
Value for money | 1.6 | 0.4 | 0.7 | 0.0 | 0.6 | 1.1 | 0.8 | 0.8 | 1.4
Total | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0",13.0,12.0,Visitor-Exit-Survey-2016-2017|45|South Africa %
Visitor-Exit-Survey-2016-2017,45.0,2016,table,South Africa,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|45|South Africa
2024-Arrivals-and-Accomodations-Report,25.0,2024,table,Figure 32: Comparison of Workforce Skills by Sex -2024 100% 21.2 80% 38.1 51.9 60% 40% 78.8 61.9 20% 48.1 0% Skilled Unskilled Total Female Male,general_tourism,Figure 32: Comparison of Workforce Skills by Sex -2024 100% 21.2 80% 38.1 51.9 60% 40% 78.8 61.9 20% 48.1 0% Skilled Unskilled Total Female Male,1.0,1.0,2024-Arrivals-and-Accomodations-Report|25|Figure 32: Comparison of Workforce Skills by Sex -2024 100% 21.2 80% 38.1 51.9 60% 40% 78.8 61.9 20% 48.1 0% Skilled Unskilled Total Female Male
Visitor-Exit-Survey-2016-2017,45.0,2016,table,Netherlands,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|45|Netherlands
Visitor-Exit-Survey-2016-2017,45.0,2016,table,Germany,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|45|Germany
Visitor-Exit-Survey-2016-2017,45.0,2016,table,Untitled LTDC table,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|45|Untitled LTDC table
Visitor-Exit-Survey-2016-2017,45.0,2016,table,France,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|45|France
Visitor-Exit-Survey-2016-2017,45.0,2016,table,USA,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|45|USA
Visitor-Exit-Survey-2016-2017,45.0,2016,table,Total,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|45|Total
Visitor-Exit-Survey-2016-2017,46.0,2016,table,South Africa %,general_tourism,"Europe | World
% | %
Friends and relatives | 26.4 | 14.5 | 12.3 | 21.8 | 18.9 | 18.4 | 14.4 | 22.7 | 24.7
Previous visit to Lesotho | 21.6 | 2.7 | 2.2 | 6.9 | 4.6 | 3.6 | 3.5 | 5.2 | 18.5
Other Websites | 12.6 | 26.7 | 25.6 | 13.4 | 16.8 | 21.4 | 18.9 | 19.8 | 14.1
Guide books | 10.5 | 27.5 | 31.3 | 26.7 | 34.2 | 19.4 | 30.8 | 24.2 | 13.6
Newspapers/magazines | 7.4 | 3.1 | 6.0 | 3.5 | 6.1 | 2.0 | 7.5 | 3.2 | 7.0
TripAdvisor | 4.1 | 9.5 | 6.5 | 5.4 | 4.1 | 11.7 | 5.2 | 6.7 | 4.6
www.visitlesotho.travel | 4.4 | 2.7 | 3.5 | 4.0 | 5.6 | 7.1 | 6.5 | 4.4 | 4.5
YouTube | 3.7 | 3.8 | 4.6 | 4.0 | 3.1 | 5.1 | 3.0 | 3.5 | 3.7
Television/radio | 2.0 | 0.0 | 1.1 | 2.5 | 2.0 | 0.0 | 2.5 | 1.2 | 1.9
Facebook | 1.6 | 1.5 | 0.5 | 1.0 | 1.0 | 4.6 | 1.5 | 3.2 | 1.6
Lesotho tourism brochures | 1.8 | 1.1 | 0.3 | 1.5 | 0.0 | 1.0 | 0.7 | 1.2 | 1.6
Travel agencies/tour | 1.2 | 5.3 | 3.3 | 5.0 | 2.0 | 2.6 | 2.2 | 2.0 | 1.6
operators
Instagram | 1.2 | 0.0 | 1.1 | 1.5 | 0.5 | 1.5 | 1.0 | 1.2 | 1.1
Lesotho Tourism Information | 0.8 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.2 | 0.3 | 0.6
Centres
Trade fair/exhibition | 0.2 | 1.1 | 1.1 | 1.5 | 1.0 | 0.0 | 1.2 | 0.3 | 0.3
Lesotho Embassies | 0.3 | 0.0 | 0.5 | 0.0 | 0.0 | 1.0 | 0.2 | 0.9 | 0.3
Twitter | 0.3 | 0.4 | 0.0 | 1.5 | 0.0 | 0.5 | 0.5 | 0.0 | 0.3
Total | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0",22.0,12.0,Visitor-Exit-Survey-2016-2017|46|South Africa %
Visitor-Exit-Survey-2016-2017,46.0,2016,table,South Africa,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|46|South Africa
Visitor-Exit-Survey-2016-2017,46.0,2016,table,Netherlands,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|46|Netherlands
Visitor-Exit-Survey-2016-2017,46.0,2016,table,Germany,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|46|Germany
2024-Arrivals-and-Accomodations-Report,25.0,2024,table,38.1,general_tourism,"51.9
61.9 | 48.1 | 78.8",2.0,3.0,2024-Arrivals-and-Accomodations-Report|25|38.1
Visitor-Exit-Survey-2016-2017,46.0,2016,table,Untitled LTDC table,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|46|Untitled LTDC table
Visitor-Exit-Survey-2016-2017,46.0,2016,table,France,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|46|France
Visitor-Exit-Survey-2016-2017,46.0,2016,table,USA,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|46|USA
Visitor-Exit-Survey-2016-2017,46.0,2016,table,Total,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|46|Total
Visitor-Exit-Survey-2016-2017,47.0,2016,table,South Africa %,visitor_profile,"Europe | World
% | %
Self | 94.5 | 83.1 | 88.8 | 86.2 | 91.2 | 84.5 | 91.9 | 88.4 | 93.3
Travel agent/tour operator in | 2.0 | 14.5 | 9.5 | 9.8 | 3.2 | 8.5 | 6.1 | 4.6 | 3.1
another country
Family or friends in Lesotho | 2.1 | 0.6 | 0.8 | 2.4 | 2.4 | 5.4 | 0.4 | 4.6 | 2.1
Travel agent/tour operator in | 1.0 | 1.8 | 0.8 | 0.8 | 3.2 | 0.8 | 1.2 | 1.2 | 1.1
Lesotho
The company I work for | 0.4 | 0.0 | 0.0 | 0.8 | 0.0 | 0.8 | 0.0 | 1.2 | 0.4
Airline office | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.4 | 0.0 | 0.0
Total | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0",11.0,12.0,Visitor-Exit-Survey-2016-2017|47|South Africa %
Visitor-Exit-Survey-2016-2017,47.0,2016,table,South Africa,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|47|South Africa
Visitor-Exit-Survey-2016-2017,47.0,2016,table,Netherlands,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|47|Netherlands
Visitor-Exit-Survey-2016-2017,47.0,2016,table,Germany,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|47|Germany
Visitor-Exit-Survey-2016-2017,47.0,2016,table,Untitled LTDC table,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|47|Untitled LTDC table
Visitor-Exit-Survey-2016-2017,47.0,2016,table,France,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|47|France
2024-Arrivals-and-Accomodations-Report,26.0,2024,table,COMPARISON OF KEY VARIABLES OVER THE YEARS - 2017 -2024,accommodation,Figure 34: Number of Employees in the Accommodation Sub-Sector 2017 -2024 3000 2717 2500 2737 2422 2371 2226 2252 2000 1873 1500 1531 1000 500 0 2017 2018 2019 2020 2021 2022 2023 2024,1.0,1.0,2024-Arrivals-and-Accomodations-Report|26|COMPARISON OF KEY VARIABLES OVER THE YEARS - 2017 -2024
Visitor-Exit-Survey-2016-2017,47.0,2016,table,USA,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|47|USA
Visitor-Exit-Survey-2016-2017,47.0,2016,table,Total,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|47|Total
Visitor-Exit-Survey-2016-2017,48.0,2016,table,Length of Stay,visitor_profile,"C ountry | (nights)
USA | 12.7
UK | 6.0
South Africa | 4.9
Botswana | 3.8
Germany | 3.4
France | 3.4
Netherlands | 2.7
Rest of Africa | 8.4
Rest of Europe | 4.7
Rest of Asia/Pacific | 7.2
Rest of World | 6.9
Average | 5.3",13.0,3.0,Visitor-Exit-Survey-2016-2017|48|Length of Stay
Visitor-Exit-Survey-2016-2017,49.0,2016,table,Length of Stay,visitor_profile,"C ountry | (nights)
USA | 6.5
UK | 4.1
South Africa | 3.5
France | 3.2
Netherlands | 2.5
Germany | 2.1
Rest of Europe | 2.8
Rest of World | 3.9
Average | 3.5",10.0,3.0,Visitor-Exit-Survey-2016-2017|49|Length of Stay
Visitor-Exit-Survey-2016-2017,50.0,2016,table,South Africa %,general_tourism,"Asia/
Pacific
%
Katse Dam | 16.9 | 3.9 | 7.8 | 11.2 | 7.9 | 8.8 | 6.1 | 12.9 | 9.9 | 4.8 | 9.5 | 15.0
Afri Ski | 16.0 | 4.6 | 2.4 | 3.7 | 3.4 | 5.4 | 3.8 | 6.2 | 6.1 | 2.9 | 4.5 | 13.3
Sani Pass | 14.1 | 0.8 | 8.4 | 8.7 | 8.8 | 8.0 | 5.6 | 5.5 | 13.7 | 9.7 | 5.0 | 12.8
Semonkong | 9.1 | 4.7 | 12.7 | 11.8 | 14.9 | 16.8 | 14.8 | 8.2 | 11.6 | 17.2 | 13.3 | 10.0
Maletsunyane Falls | 6.0 | 3.1 | 9.7 | 8.5 | 9.6 | 11.4 | 12.5 | 4.1 | 7.8 | 12.9 | 11.1 | 6.8
Thaba Bosiu | 5.8 | 32.0 | 4.5 | 4.4 | 10.2 | 1.9 | 6.4 | 25.0 | 4.8 | 6.2 | 6.6 | 6.2
Malealea | 3.3 | 5.4 | 24.5 | 20.3 | 10.0 | 16.1 | 8.3 | 2.1 | 12.6 | 17.3 | 17.9 | 5.7
Mohale Dam | 5.9 | 9.5 | 3.9 | 3.5 | 3.6 | 3.4 | 5.0 | 10.2 | 2.9 | 7.1 | 6.6 | 5.6
Oxbow | 6.1 | 1.5 | 3.0 | 3.9 | 4.3 | 4.2 | 3.6 | 0.7 | 5.3 | 1.9 | 5.6 | 5.6
Roma (non-uni) | 3.9 | 5.4 | 5.4 | 4.0 | 6.5 | 2.7 | 4.1 | 8.1 | 5.2 | 3.8 | 2.2 | 4.1
Ts'ehlanyane NP | 1.9 | 6.2 | 4.2 | 4.3 | 6.8 | 6.1 | 5.0 | 3.4 | 5.2 | 2.9 | 3.4 | 2.6
Morija | 1.8 | 9.4 | 3.9 | 4.4 | 2.3 | 5.7 | 4.8 | 6.1 | 4.0 | 4.8 | 5.5 | 2.4
Thabana Ntlenyana | 2.1 | 0.8 | 1.8 | 1.0 | 0.3 | 0.8 | 0.9 | 0.0 | 0.8 | 1.0 | 0.0 | 1.8
Handicrafts Centre | 1.4 | 1.5 | 1.2 | 1.6 | 2.6 | 1.1 | 5.5 | 1.3 | 2.5 | 0.9 | 4.3 | 1.7
Bokong | 1.4 | 0.8 | 0.6 | 0.8 | 0.6 | 2.7 | 0.0 | 0.0 | 1.7 | 1.4 | 1.1 | 1.3
Kome Caves | 1.1 | 3.2 | 1.8 | 1.8 | 2.6 | 0.8 | 1.4 | 0.7 | 1.9 | 1.0 | 2.2 | 1.2
Roma University | 0.8 | 0.0 | 0.6 | 1.2 | 0.9 | 0.0 | 3.7 | 1.3 | 0.2 | 1.4 | 0.6 | 0.9
Bushmen Paintings | 0.8 | 2.3 | 0.3 | 0.6 | 1.1 | 0.8 | 2.3 | 3.4 | 1.1 | 1.0 | 0.0 | 0.9
Liphofung | 0.7 | 3.1 | 2.1 | 2.0 | 1.1 | 0.0 | 2.1 | 0.7 | 0.8 | 0.0 | 0.6 | 0.9
Dinosaur Footprints | 0.6 | 0.0 | 0.6 | 1.2 | 2.0 | 2.7 | 3.4 | 0.0 | 1.9 | 1.9 | 0.0 | 0.8
Sehlabathebe NP | 0.4 | 1.5 | 0.3 | 1.0 | 0.6 | 0.8 | 0.5 | 0.0 | 0.2 | 0.0 | 0.0 | 0.4
Total | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0",25.0,14.0,Visitor-Exit-Survey-2016-2017|50|South Africa %
Visitor-Exit-Survey-2016-2017,50.0,2016,table,South,general_tourism,"Africa
%",2.0,1.0,Visitor-Exit-Survey-2016-2017|50|South
Visitor-Exit-Survey-2016-2017,50.0,2016,table,Botswana,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|50|Botswana
Visitor-Exit-Survey-2016-2017,50.0,2016,table,Nether,general_tourism,"lands
%",2.0,1.0,Visitor-Exit-Survey-2016-2017|50|Nether
Arrivals-and-Accommodation-Report-2022,27.0,2022,table,%Change,general_tourism,"2018 | 2019 | 2021 | 2022 | 22/21 | 21/19 | 19/18 | 18/17 | 17/16 | 16/15
1,172,648 | 1,142,381 | 278,641 | 541,134 | 94.2 | 75.6 | 2.6 | 3.1 | 4.9 | 10.5",2.0,10.0,Arrivals-and-Accommodation-Report-2022|27|%Change
2024-Arrivals-and-Accomodations-Report,12.0,2024,table,Table 1: Arrivals by Purpose of Visit and Length of Stay (%),arrivals,"Purpose of Visit | Purpose of Visit | Length Of Stay in Nights
Day Trip | 1 | 2 | 3 | 4 | 5+ | Total
Business | 0.08 | 10.6 | 3.9 | 2.1 | 0.7 | 2.2 | 2.0
Church/Religious | 0.0 | 1.0 | 1.0 | 1.0 | 3.0 | 1.0 | 1.0
Academic | 0.0 | 0.0 | 0.0 | 1.0 | 0.0 | 0.0 | 0.0
Attend an Event | 0.0 | 1.0 | 0.0 | 5.0 | 9.0 | 6.0 | 2.0
Holiday | 99.8 | 46.0 | 60.0 | 60.0 | 60.0 | 33.0 | 74.0
Police Station Visits | 0.0 | 1.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
Sports | 0.0 | 0.0 | 0.0 | 0.0 | 1.0 | 0.0 | 0.0
Traditional Affairs | 0.0 | 2.0 | 0.0 | 1.0 | 1.0 | 1.0 | 1.0
Visiting Friends & Relatives | 0.02 | 40.0 | 34.0 | 29.0 | 25 | 56.0 | 20.0",11.0,15.0,2024-Arrivals-and-Accomodations-Report|12|Table 1: Arrivals by Purpose of Visit and Length of Stay (%)
